organization_id,organization_name,organization_type,partner_country,partner_region,source_dataset,source_wave,source_project_ids,source_project_names,source_project_urls,website_url,contact_url,documents_url,score,score_reason,suggested_angle,dedupe_key,normalization_notes
org_north_american_private_university_tunisi_013abe07,North American Private University,University / Research,Tunisia,Sfax 3003Sfax,interreg_mac,wave2,00030,"DigitalLife4ALL: An Adult & Lifelong Learning initiative to enhance the digital skills & smart competencies of Seniors, Older Adults, People with Disabilities & Persons in Vulnerable Social Groups ...",https://keep.eu/projects/33238/,https://nau.tn,https://nau.tn/,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; business-facing beneficiaries; N.a.; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,north american private university::Tunisia::nau.tn,
org_cyprus_anetel_com_02a12ed9,ΑΝΑΠΤΥΞΙΑΚΗ ΕΤΑΙΡΕΙΑ ΛΑΡΝΑΚΑΣ - ΑΜΜΟΧΩΣΤΟΥ,Regional public authority,Cyprus,Larnaca,interreg_mac,wave2 | wave3,Euro-MED0401133 | 00031 | Euro-MED0501631 | Euro-MED0401378 | Euro-MED0200165 | Euro-MED0200256 | Euro-MED0300592 | Euro-MED0200836,Systemic circular bioeconomy solutions to support start-up and social driven innovation in rural areas | Unleashing the Power of Female Entrepreneurs in the Mediterranean | Strategic Harmonization and Resource Enhancement in the MEDiterranean: Advancing Water Management and Innovation through Non-Conventional Resources. | Biodegradable aquaculture nets | Testing Circular Economy solutions for the green transition of the Mediterranean area | Developing community based innovative business models for the revival of the internal areas in the Mediterranean | Dialogue4LivingAreas | Novel Support tools to Mediterranean Governments Exploiting Behavioural Incentives,https://keep.eu/projects/32768/ | https://keep.eu/projects/33256/ | https://keep.eu/projects/32766/ | https://keep.eu/projects/32769/ | https://keep.eu/projects/29247/ | https://keep.eu/projects/29222/ | https://keep.eu/projects/27709/ | https://keep.eu/projects/29234/,http://www.anetel.com,http://www.anetel.com,,4.6,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; Regional public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,αναπτυξιακη εταιρεια λαρνακας - αμμοχωστου::Cyprus::anetel.com,merged_from=8_rows
org_sarajevska_regionalna_razvojna_agencija_dd448d89,Sarajevska regionalna razvojna agencija SERDA,Sectoral agency,Bosnia and Herzegovina,71000 Sarajevo,interreg_mac,wave2 | wave3,Euro-MED0401133 | Euro-MED0200391,Systemic circular bioeconomy solutions to support start-up and social driven innovation in rural areas | INnovative FInancing solutions for climate planning of REsilient and carbon neutral living areas,https://keep.eu/projects/32768/ | https://keep.eu/projects/30104/,http://www.serda.ba,http://www.serda.ba,,4.6,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; Sectoral agency; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,sarajevska regionalna razvojna agencija serda::Bosnia and Herzegovina::serda.ba,merged_from=2_rows
org_universita_ca_foscari_venezia_italy_univ_b1c558a3,UNIVERSITA' CA' FOSCARI VENEZIA,Higher education and research organisations,Italy,30123 Venice,interreg_mac,wave2,Euro-MED0401165,"Transferring Tourism Carrying Capacity Tool TO CARE about Sustainability of MED ecotourism strategies, plans, products and services.",https://keep.eu/projects/32767/,http://www.unive.it,http://www.unive.it,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,universita' ca' foscari venezia::Italy::unive.it,
org_asociaci_n_catalana_para_la_innovaci_n_y_0e1d5607,"Asociación Catalana para la Innovación y la Internacionalización del Sector del Agua, Catalan Water Partnership",Business support organisation,Spain,17001 Girona,interreg_mac,wave2,Euro-MED0501631,Strategic Harmonization and Resource Enhancement in the MEDiterranean: Advancing Water Management and Innovation through Non-Conventional Resources.,https://keep.eu/projects/32766/,,https://keep.eu/projects/32766/,,4.6,2021-2027 ongoing; capacity-building signal; business-facing beneficiaries; Business support organisation; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,"asociación catalana para la innovación y la internacionalización del sector del agua, catalan water partnership::Spain",
org_universit_di_torino_italy_unito_it_34692cf6,Università di Torino,Higher education and research organisations,Italy,10124 Turin,interreg_mac,wave2 | wave3,Euro-MED0401180 | Euro-MED0200165,Resilience ENhancing to adapt FORests to Climate change Effects and to prevent biotic and abiotic hazard | Testing Circular Economy solutions for the green transition of the Mediterranean area,https://keep.eu/projects/32764/ | https://keep.eu/projects/29247/,http://www.unito.it,http://www.unito.it,,5.0,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,università di torino::Italy::unito.it,merged_from=2_rows
org_centre_de_ci_ncia_i_tecnologia_forestal_fd7cae5c,Centre de Ciència i Tecnologia Forestal de Catalunya,Higher education and research organisations,Spain,25280 Solsona,interreg_mac,wave2,Euro-MED0401180,Resilience ENhancing to adapt FORests to Climate change Effects and to prevent biotic and abiotic hazard,https://keep.eu/projects/32764/,https://ctfc.cat,https://ctfc.cat/en/,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; Higher education and research organisations; geo=5,"Turn training, workshops and capacity-building assets into scalable learning paths.",centre de ciència i tecnologia forestal de catalunya::Spain::ctfc.cat,
org_adral_ag_ncia_de_desenvolvimento_regiona_4efa64f2,ADRAL - Agência de Desenvolvimento Regional do Alentejo,Business support organisation,Portugal,7005-841 Evora,interreg_mac,wave2,Euro-MED0401220,Development of Sustainable Astrotourism in Euro-MED Regions,https://keep.eu/projects/32762/,http://www.adral.pt,http://www.adral.pt,,4.6,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Business support organisation; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,adral - agência de desenvolvimento regional do alentejo::Portugal::adral.pt,
org_centro_europeo_de_empresas_e_innovaci_n_6f4fa8ff,Centro Europeo de Empresas e Innovación de Valencia,Business support organisation,Spain,46980 Paterna,interreg_mac,wave2 | wave3,Euro-MED0401106 | Euro-MED0200178,Green and circular transformation of services in Med tourism | COoperation and CO-designing PArtnership for CliMAte Neutrality,https://keep.eu/projects/31596/ | https://keep.eu/projects/30102/,,https://keep.eu/projects/31596/,,4.8,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Business support organisation; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,centro europeo de empresas e innovación de valencia::Spain,merged_from=2_rows
org_universit_degli_studi_di_siena_italy_uni_926f4380,Università degli studi di Siena,Higher education and research organisations,Italy,53100 Siena,interreg_mac,wave2,Euro-MED0401281 | 00021,Monitoring cumulative Impact to guide mitigation and RestorAtion in the MediterrAnean Region | Mediterranean Pilot Actions for Climate Change Adaptation,https://keep.eu/projects/31595/ | https://keep.eu/projects/33245/,https://www.unisi.it,https://www.unisi.it/,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,università degli studi di siena::Italy::unisi.it,merged_from=2_rows
org_stazione_zoologica_anton_dohrn_italy_4aea02e6,Stazione Zoologica Anton Dohrn,Higher education and research organisations,Italy,80121 Napoli,interreg_mac,wave2 | wave3,Euro-MED0401281 | Euro-MED0200594 | 27351 | 23484,Monitoring cumulative Impact to guide mitigation and RestorAtion in the MediterrAnean Region | Adapting IUCN Green List Standard to the Mediterranean Marine Protected Areas | Transferring FishMPABlue2 approach to sustainably manage Small Scale Fisheries in Mediterranean MPAs | Engaging Mediterranean key actors in Ecosystem Approach to manage Marine Protected Areas to face Climate change,https://keep.eu/projects/31595/ | https://keep.eu/projects/30105/ | https://keep.eu/projects/27351/ | https://keep.eu/projects/23484/,,https://keep.eu/projects/31595/,https://keep.eu/api/project-attachment/53779/get_file/ | https://keep.eu/api/project-attachment/53780/get_file/ | https://keep.eu/api/project-attachment/53781/get_file/ | https://keep.eu/api/project-attachment/53782/get_file/ | https://keep.eu/api/project-attachment/53871/get_file/ | https://keep.eu/api/project-attachment/53872/get_file/ | https://keep.eu/api/project-attachment/53873/get_file/ | https://keep.eu/api/project-attachment/53874/get_file/ | https://keep.eu/api/project-attachment/53876/get_file/ | https://keep.eu/api/project-attachment/53877/get_file/,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,stazione zoologica anton dohrn::Italy,merged_from=4_rows
org_greece_php_gov_gr_0834d1fd,ΠΕΡΙΦΕΡΕΙΑ ΗΠΕΙΡΟΥ,Regional public authority,Greece,45221 Ioannina,interreg_mac,wave2,Euro-MED0401090,MEDiterranean 4 REGENerative Tourism and Culture,https://keep.eu/projects/31593/,http://www.php.gov.gr,http://www.php.gov.gr,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Regional public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,περιφερεια ηπειρου::Greece::php.gov.gr,
org_turisti_ka_zajednica_splitsko_dalmatinsk_7f6012dc,TURISTIČKA ZAJEDNICA SPLITSKO-DALMATINSKE ŽUPANIJE,Sectoral agency,Croatia,21000 SPLIT,interreg_mac,wave2,Euro-MED0401090,MEDiterranean 4 REGENerative Tourism and Culture,https://keep.eu/projects/31593/,https://www.dalmatia.hr,https://www.dalmatia.hr/,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Sectoral agency; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,turistička zajednica splitsko-dalmatinske županije::Croatia::dalmatia.hr,
org_muzej_za_arhitekturo_in_oblikovanje_mao_e2a7978e,Muzej za arhitekturo in oblikovanje (MAO),National public authority,Slovenia,1000 Ljubljana,interreg_mac,wave2,Euro-MED0401090,MEDiterranean 4 REGENerative Tourism and Culture,https://keep.eu/projects/31593/,http://www.mao.si,http://www.mao.si,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; National public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,muzej za arhitekturo in oblikovanje (mao::Slovenia::mao.si,
org_universitat_aut_noma_de_barcelona_spain_d0adc761,Universitat Autònoma de Barcelona,Higher education and research organisations,Spain,Barcelona,interreg_mac,wave2,Euro-MED0401208,Fostering innovative and sustainable bio-waste management and circular bio-economy in the Mediterranean area,https://keep.eu/projects/31591/,http://www.uab.cat,http://www.uab.cat,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; Higher education and research organisations; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,universitat autònoma de barcelona::Spain::uab.cat,
org_fondazione_istituto_sui_trasporti_e_la_l_b0d67ea9,Fondazione Istituto sui Trasporti e la Logistica,Higher education and research organisations,Italy,40127 Bologna,interreg_mac,wave2 | wave3,Euro-MED0401227 | Euro-MED0200522,"Port-City Regions To Wave Med Cruise Destinations As Smart, Sustainable And Striking Eco-Tourism Systems | MEDiterranean COllaborative LOgistics for the URban Space",https://keep.eu/projects/31589/ | https://keep.eu/projects/29240/,https://www.fondazioneitl.org,https://www.fondazioneitl.org/,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; Higher education and research organisations; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,fondazione istituto sui trasporti e la logistica::Italy::fondazioneitl.org,merged_from=2_rows
org_fund_de_la_com_valenciana_para_la_invest_4e27d438,"Fund de la Com. Valenciana para la investigación, promoción y estudios comerciales de Valenciaport",Higher education and research organisations,Spain,46024 Valencia,interreg_mac,wave2 | wave3,Euro-MED0401227 | Euro-MED0200900 | Euro-MED0200116,"Port-City Regions To Wave Med Cruise Destinations As Smart, Sustainable And Striking Eco-Tourism Systems | TOURism Innovative and Sustainable Management of flOws | Harnessing RENEWable energy potential for clean energy transition of MED PORTs",https://keep.eu/projects/31589/ | https://keep.eu/projects/29248/ | https://keep.eu/projects/29212/,http://www.fundacion.valenciaport.com,http://www.fundacion.valenciaport.com,,5.0,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,"fund de la com. valenciana para la investigación, promoción y estudios comerciales de valenciaport::Spain::fundacion.valenciaport.com",merged_from=3_rows
org_centro_de_investigaci_n_ecol_gica_y_apli_e63194f1,Centro de Investigación Ecológica y Aplicaciones Forestales,Higher education and research organisations,Spain,08193 Bellaterra (Barcelona). Spain,interreg_mac,wave2 | wave3,Euro-MED0401245 | Euro-MED0300730,Advancing Green Infrastructure in Small and Medium Cities | C4Nature,https://keep.eu/projects/31588/ | https://keep.eu/projects/27711/,https://www.creaf.cat,https://www.creaf.cat/ca,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,centro de investigación ecológica y aplicaciones forestales::Spain::creaf.cat,merged_from=2_rows
org_bulgaria_razlog_bg_4acffc8b,Община Разлог,Local public authority,Bulgaria,2670 Razlog,interreg_mac,wave2,Euro-MED0401426,Supporting a smarter & innovative Open Lab network in Euro-MED area,https://keep.eu/projects/31585/,http://www.razlog.bg,http://www.razlog.bg,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,община разлог::Bulgaria::razlog.bg,
org_greece_thessaly_gov_gr_256409a1,ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,Regional public authority,Greece,41110 Larissa,interreg_mac,wave2,Euro-MED0401426,Supporting a smarter & innovative Open Lab network in Euro-MED area,https://keep.eu/projects/31585/,http://www.thessaly.gov.gr,http://www.thessaly.gov.gr,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Regional public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,περιφερεια θεσσαλιας::Greece::thessaly.gov.gr,
org_comitato_internazionale_per_lo_sviluppo_191a04de,Comitato Internazionale per lo Sviluppo dei Popoli,Unknown,Italy,00192 Rome,interreg_mac,wave2,00002,Fostering Transnational Knowledge for More Inclusive and Participatory Mediterranean,https://keep.eu/projects/33258/,https://developmentofpeoples.org,https://developmentofpeoples.org/fr,,4.55,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; N.a.; geo=5,"Turn training, workshops and capacity-building assets into scalable learning paths.",comitato internazionale per lo sviluppo dei popoli::Italy::developmentofpeoples.org,
org_d_r_e_am_italia_societ_cooperativa_agric_bdb73a2e,D.R.E.Am. ITALIA Società Cooperativa Agricolo Forestale,Unknown,Italy,Portovecchio stia,interreg_mac,wave2,00004,Cross-Med Wildfire Resilience: Harnessing Nature-Based Solutions for Wildfire Risk Mitigation,https://keep.eu/projects/33255/,https://www.dream-italia.it,https://www.dream-italia.it/,,4.55,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,d.r.e.am. italia società cooperativa agricolo forestale::Italy::dream-italia.it,
org_fundaci_pau_costa_spain_paucostafoundati_a58412fc,Fundació Pau Costa,Foundation / NGO,Spain,42 baixos A. Taradell,interreg_mac,wave2,00004,Cross-Med Wildfire Resilience: Harnessing Nature-Based Solutions for Wildfire Risk Mitigation,https://keep.eu/projects/33255/,https://www.paucostafoundation.org,https://www.paucostafoundation.org/,,4.55,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,fundació pau costa::Spain::paucostafoundation.org,
org_fundaci_n_c_mara_de_comercio_industria_s_c585646e,"Fundación Cámara de Comercio, Industria, Servicios y Navegación de Sevilla",Chamber of Commerce,Spain,41005 Sevilla,interreg_mac,wave2,00019,Empowering YOUTH for an Inclusive MEDiterranean,https://keep.eu/projects/33246/,https://fundacioncamaradesevilla.com,https://fundacioncamaradesevilla.com/,,4.55,2021-2027 ongoing; training/learning signal; capacity-building signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,"fundación cámara de comercio, industria, servicios y navegación de sevilla::Spain::fundacioncamaradesevilla.com",
org_legambiente_nazionale_aps_rete_associati_97142e86,Legambiente Nazionale APS - Rete Associativa ETS,Cluster / Network,Italy,00199 Roma,interreg_mac,wave2,00021,Mediterranean Pilot Actions for Climate Change Adaptation,https://keep.eu/projects/33245/,http://www.legambiente.it,http://www.legambiente.it,,4.55,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; N.a.; geo=5,"Turn training, workshops and capacity-building assets into scalable learning paths.",legambiente nazionale aps - rete associativa ets::Italy::legambiente.it,
org_munster_technological_university_hincks_2c29c6d9,Munster Technological University (Hincks Centre For Entrepreneurship Excellence),University / Research,Ireland,Cork,interreg_mac,wave2,EAPA_0116/2024,Business Excellence through Atlantic Cooperation,https://keep.eu/projects/31288/,,https://keep.eu/projects/31288/,,4.5,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,munster technological university (hincks centre for entrepreneurship excellence::Ireland,
org_dublin_city_university_school_of_chemica_1d3d9938,Dublin City University (School of Chemical Sciences),University / Research,Ireland,Dublin,interreg_mac,wave2,EAPA_0089/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy",https://keep.eu/projects/31281/,,https://keep.eu/projects/31281/,,4.5,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,dublin city university (school of chemical sciences::Ireland,
org_university_college_cork_marei_ireland_696aaa5a,University College Cork (MaREI),University / Research,Ireland,Cork,interreg_mac,wave2,EAPA_0089/2024 | EAPA_0109/2024 | EAPA_0093/2024 | EAPA_0078/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy | Atlantic Tracking with Lightwave Acoustic Sensing | Atlantic Wave Energy Sustainable Deployment Initiative | Atlantic Offshore Tech",https://keep.eu/projects/31281/ | https://keep.eu/projects/31287/ | https://keep.eu/projects/31282/ | https://keep.eu/projects/31278/,,https://keep.eu/projects/31281/,,4.5,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,university college cork (marei::Ireland,merged_from=4_rows
org_university_of_galway_school_of_natural_s_7c016bd8,University of Galway (School of Natural Sciences),University / Research,Ireland,Galway,interreg_mac,wave2,EAPA_0082/2024,Building Digital Capacity for Innovation in Atlantic Aquaculture,https://keep.eu/projects/31279/,,https://keep.eu/projects/31279/,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; business-facing beneficiaries; N.a.; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,university of galway (school of natural sciences::Ireland,
org_jordan_university_of_science_and_techno_d4800fa0,جامعة العلوم والتكنولوجيا الأردنية Jordan University of Science and Technology,University / Research,Jordan,22110 Irbid,interreg_mac,wave2,00043,"Social, sustAinable and incLusive heAlth care systems in Med area",https://keep.eu/projects/33263/,http://www.just.edu.jo,http://www.just.edu.jo,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; N.a.; geo=3,Package digital skills and transformation outputs into structured beneficiary learning tracks.,جامعة العلوم والتكنولوجيا الأردنية jordan university of science and technology::Jordan::just.edu.jo,
org_university_of_balamand_lebanon_809f66c3,جامعة البلمند University of Balamand,University / Research,Lebanon,Ash Shimāl,interreg_mac,wave2,00043,"Social, sustAinable and incLusive heAlth care systems in Med area",https://keep.eu/projects/33263/,,https://keep.eu/projects/33263/,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; N.a.; geo=3,Package digital skills and transformation outputs into structured beneficiary learning tracks.,جامعة البلمند university of balamand::Lebanon,
org_association_internationale_des_for_ts_m_b2da5258,Association Internationale des Forêts Méditerranéennes,Association,France,13002 Marseille,interreg_mac,wave2 | wave3,00016 | Euro-MED0401180 | Euro-MED0200314,Strategic Integration of Operational and Legal Frameworks for Enhanced Resilience and Management of Mediterranean Wildfires | Resilience ENhancing to adapt FORests to Climate change Effects and to prevent biotic and abiotic hazard | Strategy for the Sustainable Management of Mediterranean Forests,https://keep.eu/projects/33248/ | https://keep.eu/projects/32764/ | https://keep.eu/projects/29218/,http://www.aifm.org,http://www.aifm.org,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,association internationale des forêts méditerranéennes::France::aifm.org,merged_from=3_rows
org_fakultet_strojarstva_i_brodogradnje_sveu_e7198e07,Fakultet strojarstva i brodogradnje Sveučilišta u Zagrebu,Higher education and research organisations,Croatia,10002 Zagreb,interreg_mac,wave2 | wave3,Euro-MED0401378 | Euro-MED0200635 | Euro-MED0200674,Biodegradable aquaculture nets | Greener AgRo-fooD logistics in the mEditerraneaN area | Composing Local Green Energy Transition,https://keep.eu/projects/32769/ | https://keep.eu/projects/29239/ | https://keep.eu/projects/29236/,http://www.fsb.unizg.hr,http://www.fsb.unizg.hr,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,fakultet strojarstva i brodogradnje sveučilišta u zagrebu::Croatia::fsb.unizg.hr,merged_from=3_rows
org_universiteti_i_tiranes_albania_unitir_ed_563b65e4,Universiteti i Tiranes,Higher education and research organisations,Albania,Postal Box 183 Tirana,interreg_mac,wave2,Euro-MED0401378,Biodegradable aquaculture nets,https://keep.eu/projects/32769/,https://unitir.edu.al,https://unitir.edu.al/,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,universiteti i tiranes::Albania::unitir.edu.al,
org_unione_dei_comuni_tifernum_italy_unionec_3a98c14b,"Unione dei Comuni ""Tifernum""",Local public authority,Italy,86020 Castellino del Biferno,interreg_mac,wave2,Euro-MED0401165,"Transferring Tourism Carrying Capacity Tool TO CARE about Sustainability of MED ecotourism strategies, plans, products and services.",https://keep.eu/projects/32767/,https://unionecomunitifernum.it,https://unionecomunitifernum.it/,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,"unione dei comuni ""tifernum::Italy::unionecomunitifernum.it",
org_ayuntamiento_de_murcia_spain_murcia_es_80199df2,Ayuntamiento de Murcia,Local public authority,Spain,30004 Murcia,interreg_mac,wave2,Euro-MED0401165,"Transferring Tourism Carrying Capacity Tool TO CARE about Sustainability of MED ecotourism strategies, plans, products and services.",https://keep.eu/projects/32767/,http://www.murcia.es,http://www.murcia.es,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,ayuntamiento de murcia::Spain::murcia.es,
org_c_mara_municipal_de_set_bal_portugal_mun_068b665c,Câmara Municipal de Setúbal,Local public authority,Portugal,2901-866 Setubal,interreg_mac,wave2,Euro-MED0401165,"Transferring Tourism Carrying Capacity Tool TO CARE about Sustainability of MED ecotourism strategies, plans, products and services.",https://keep.eu/projects/32767/,https://www.mun-setubal.pt,https://www.mun-setubal.pt/,,4.5,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,câmara municipal de setúbal::Portugal::mun-setubal.pt,
org_enea_agenzia_nazionale_per_le_nuove_tecn_71fa3cbd,"ENEA Agenzia nazionale per le nuove tecnologie, l'energia e lo sviluppo economico sostenibile",National public authority,Italy,00196 Rome,interreg_mac,wave2,Euro-MED0501631,Strategic Harmonization and Resource Enhancement in the MEDiterranean: Advancing Water Management and Innovation through Non-Conventional Resources.,https://keep.eu/projects/32766/,,https://keep.eu/projects/32766/,,4.5,2021-2027 ongoing; capacity-building signal; business-facing beneficiaries; National public authority; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,"enea agenzia nazionale per le nuove tecnologie, l'energia e lo sviluppo economico sostenibile::Italy",
org_privredna_komora_crne_gore_montenegro_871564b0,Privredna komora Crne Gore,Business support organisation,Montenegro,81000 Podgorica,interreg_mac,wave2 | wave3,Euro-MED0401373 | Euro-MED0200819,Creative craft for industrial symbiosis in blue-economy sectors - RECONNECT | Allocated Zones for circular Aquaculture to trigger the transition to an Inclusive and Circular Economy in aquaculture sector fostering new business opportunities and eco-consciousness society,https://keep.eu/projects/32765/ | https://keep.eu/projects/29216/,,https://keep.eu/projects/32765/,,4.5,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Business support organisation; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,privredna komora crne gore::Montenegro,merged_from=2_rows
org_ente_di_gestione_dei_sacri_monti_italy_5e083236,ENTE DI GESTIONE DEI SACRI MONTI,Regional public authority,Italy,15020 PONZANO MONFERRATO,interreg_mac,wave2,Euro-MED0401180,Resilience ENhancing to adapt FORests to Climate change Effects and to prevent biotic and abiotic hazard,https://keep.eu/projects/32764/,,https://keep.eu/projects/32764/,,4.5,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; Regional public authority; geo=5,"Turn training, workshops and capacity-building assets into scalable learning paths.",ente di gestione dei sacri monti::Italy,
org_comune_di_malfa_italy_comune_malfa_me_it_c8eb406d,Comune di Malfa,Local public authority,Italy,98050 Messina,interreg_mac,wave2,Euro-MED0501722,Promoting a Circular Economy with Low Plastic Zones on Mediterranean Islands,https://keep.eu/projects/32763/,https://www.comune.malfa.me.it,https://www.comune.malfa.me.it/,,4.5,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,comune di malfa::Italy::comune.malfa.me.it,
org_consell_insular_de_formentera_spain_98bbcd5d,Consell Insular de Formentera,Local public authority,Spain,07860 Formentera,interreg_mac,wave2,Euro-MED0501722,Promoting a Circular Economy with Low Plastic Zones on Mediterranean Islands,https://keep.eu/projects/32763/,,https://keep.eu/projects/32763/,,4.5,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,consell insular de formentera::Spain,
org_regione_di_lazio_italy_visitlazio_com_4bf01a68,Regione di Lazio,Regional public authority,Italy,00145 Roma,interreg_mac,wave2 | wave3,Euro-MED0401220 | Euro-MED0300642,Development of Sustainable Astrotourism in Euro-MED Regions | Dialogue4Tourism. Institutional dialogue on Sustainable Tourism and Governance in the Euro-Med area,https://keep.eu/projects/32762/ | https://keep.eu/projects/27710/,http://www.visitlazio.com,http://www.visitlazio.com/,,4.5,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Regional public authority; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,regione di lazio::Italy::visitlazio.com,merged_from=2_rows
